Index,Title,Link,Date,Source
374,ChatGPT: What you need to know about the most talked about AI tool,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vdWsuZmluYW5jZS55YWhvby5jb20vbmV3cy9jaGF0LWdwdC1haS10b29sLTExMjEwMDEzMi5odG1s0gFJaHR0cHM6Ly91ay5maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvY2hhdC1ncHQtYWktdG9vbC0xMTIxMDAxMzIuaHRtbA?oc=5,13/01/2023,Yahoo Finance UK
375,How to Integrate ChatGPT with WhatsApp?,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmFuYWx5dGljc2luc2lnaHQubmV0L2hvdy10by1pbnRlZ3JhdGUtY2hhdGdwdC13aXRoLXdoYXRzYXBwL9IBAA?oc=5,13/01/2023,Analytics Insight
376,Can AI detectors save us from ChatGPT? I tried 3 online tools to find out,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2Nhbi1haS1kZXRlY3RvcnMtc2F2ZS11cy1mcm9tLWNoYXRncHQtaS10cmllZC0zLW9ubGluZS10b29scy10by1maW5kLW91dC_SAXJodHRwczovL3d3dy56ZG5ldC5jb20vZ29vZ2xlLWFtcC9hcnRpY2xlL2Nhbi1haS1kZXRlY3RvcnMtc2F2ZS11cy1mcm9tLWNoYXRncHQtaS10cmllZC0zLW9ubGluZS10b29scy10by1maW5kLW91dC8?oc=5,13/01/2023,ZDNet
377,ChatGPT Transforms a Classroom and Is ‘M3GAN’ Real?,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDEvMTMvcG9kY2FzdHMvaGFyZC1mb3JrLWNoYXRncHQtdGVhY2hlcnMtZ2VuLXotY2FtZXJhcy1tM2dhbi5odG1s0gFjaHR0cHM6Ly93d3cubnl0aW1lcy5jb20vMjAyMy8wMS8xMy9wb2RjYXN0cy9oYXJkLWZvcmstY2hhdGdwdC10ZWFjaGVycy1nZW4tei1jYW1lcmFzLW0zZ2FuLmFtcC5odG1s?oc=5,13/01/2023,The New York Times
378,"Generative AI, Like ChatGPT, Won't Destroy Creativity. It'll Save It.",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmZvcnJlc3Rlci5jb20vYmxvZ3MvZ2VuZXJhdGl2ZS1haS1saWtlLWNoYXRncHQtd29udC1kZXN0cm95LWNyZWF0aXZpdHktaXRsbC1zYXZlLWl0L9IBAA?oc=5,13/01/2023,Forrester
379,"5 experts on what ChatGPT, DALL E, other AI tools mean for artists ...",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJhcHBsZXIuY29tL3RlY2hub2xvZ3kvZmVhdHVyZXMvZXhwZXJ0cy1vbi13aGF0LWNoYXRncHQtZGFsbGUtYWktbWVhbi1hcnRpc3RzLWtub3dsZWRnZS13b3JrZXJzL9IBAA?oc=5,14/01/2023,Rappler
380,Will ChatGPT Replace Human Writers?,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vbWluZG1hdHRlcnMuYWkvMjAyMy8wMS93aWxsLWNoYXRncHQtcmVwbGFjZS1odW1hbi13cml0ZXJzL9IBAA?oc=5,13/01/2023,Walter Bradley Center for Natural and Artificial Intelligence
381,"Matterkind’s Seun Odeneye on Adding ChatGPT to Bing, EU’s Meta ...",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmV4Y2hhbmdld2lyZS5jb20vZXctcG9kY2FzdC9tYXR0ZXJraW5kcy1zZXVuLW9kZW5leWUtb24tYWRkaW5nLWNoYXRncHQtdG8tYmluZy1ldXMtbWV0YS1ydWxpbmctYW5kLXJva3UtdHZzL9IBe2h0dHBzOi8vd3d3LmV4Y2hhbmdld2lyZS5jb20vZXctcG9kY2FzdC9tYXR0ZXJraW5kcy1zZXVuLW9kZW5leWUtb24tYWRkaW5nLWNoYXRncHQtdG8tYmluZy1ldXMtbWV0YS1ydWxpbmctYW5kLXJva3UtdHZzP2FtcA?oc=5,13/01/2023,ExchangeWire
382,Got It AI Develops AI to Identify and Address ChatGPT ...,https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9lbi9uZXdzLXJlbGVhc2UvMjAyMy8wMS8xMy8yNTg4NzM1LzAvZW4vR290LUl0LUFJLURldmVsb3BzLUFJLXRvLUlkZW50aWZ5LWFuZC1BZGRyZXNzLUNoYXRHUFQtSGFsbHVjaW5hdGlvbnMtZm9yLUVudGVycHJpc2UtQXBwbGljYXRpb25zLmh0bWzSAQA?oc=5,13/01/2023,GlobeNewswire
383,"FAA system failure, LastPass lawsuit, Writing malware with ChatGPT",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vY2lzb3Nlcmllcy5jb20vY3liZXItc2VjdXJpdHktaGVhZGxpbmVzLXdlZWstaW4tcmV2aWV3LWZhYS1zeXN0ZW0tZmFpbHVyZS1sYXN0cGFzcy1sYXdzdWl0LWNoYXRncHQtd3JpdGluZy1tYWx3YXJlL9IBAA?oc=5,13/01/2023,CISO Series
384,We used ChatGPT to write a news article for us and here is how it went,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmlyaXNobWlycm9yLmllL3Nwb3J0L3VzZWQtY2hhdGdwdC13cml0ZS1uZXdzLWFydGljbGUtMjg5NDkzODnSAU1odHRwczovL3d3dy5pcmlzaG1pcnJvci5pZS9zcG9ydC91c2VkLWNoYXRncHQtd3JpdGUtbmV3cy1hcnRpY2xlLTI4OTQ5Mzg5LmFtcA?oc=5,13/01/2023,Irish Mirror
385,"Viewpoint: ChatGPT, DALL E 2 and the collapse of the creative process",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIzLTAxLXZpZXdwb2ludC1jaGF0Z3B0LWRhbGwtZS1jb2xsYXBzZS1jcmVhdGl2ZS5odG1s0gFMaHR0cHM6Ly9waHlzLm9yZy9uZXdzLzIwMjMtMDEtdmlld3BvaW50LWNoYXRncHQtZGFsbC1lLWNvbGxhcHNlLWNyZWF0aXZlLmFtcA?oc=5,13/01/2023,Phys.org
386,OpenAI: How the new tech can drastically cut your workload,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vc2Nob29sc3dlZWsuY28udWsvb3BlbmFpLWhvdy10aGUtbmV3LXRlY2gtY2FuLWRyYXN0aWNhbGx5LWN1dC15b3VyLXdvcmtsb2FkL9IBAA?oc=5,14/01/2023,Schools Week
387,La faculté de Lyon 1 dément l'utilisation de ChatGPT pour tricher au sein de son cursus,https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5iZm10di5jb20vdGVjaC9sYS1mYWN1bHRlLWRlLWx5b24tMS1kZW1lbnQtbC11dGlsaXNhdGlvbi1kZS1jaGF0LWdwdC1wb3VyLXRyaWNoZXItYXUtc2Vpbi1kZS1zb24tY3Vyc3VzX0FWLTIwMjMwMTEzMDMzMS5odG1s0gGMAWh0dHBzOi8vd3d3LmJmbXR2LmNvbS9hbXAvdGVjaC9sYS1mYWN1bHRlLWRlLWx5b24tMS1kZW1lbnQtbC11dGlsaXNhdGlvbi1kZS1jaGF0LWdwdC1wb3VyLXRyaWNoZXItYXUtc2Vpbi1kZS1zb24tY3Vyc3VzX0FWLTIwMjMwMTEzMDMzMS5odG1s?oc=5,13/01/2023,Tech & Co
388,"GPT 4: when will OpenAI's most advanced AI be released, how it will ...",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnJ1ZXRpci5jb20vMjAyMy8wMS9ncHQtNC13aGVuLXdpbGwtb3BlbmFpcy1tb3N0LWFkdmFuY2VkLWFpLWJlLXJlbGVhc2VkLWhvdy1pdC13aWxsLXdvcmstYW5kLWFsbC10aGUtbmV3cy_SAQA?oc=5,13/01/2023,Ruetir
389,A hacker creates the perfect waifu using ChatGPT and Stable ...,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5ydWV0aXIuY29tLzIwMjMvMDEvYS1oYWNrZXItY3JlYXRlcy10aGUtcGVyZmVjdC13YWlmdS11c2luZy1jaGF0Z3B0LWFuZC1zdGFibGUtZGlmZnVzaW9uLWFuZC1oaXMtZ2lybGZyaWVuZC1mb3JjZXMtaGltLXRvLWRlbGV0ZS1pdC_SAQA?oc=5,14/01/2023,Ruetir
390,“How will the world end?” ChatGpt inventor chases the hardest ...,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJyZWFraW5nbGF0ZXN0Lm5ld3MvdGVjaG5vbG9neS9ob3ctd2lsbC10aGUtd29ybGQtZW5kLWNoYXRncHQtaW52ZW50b3ItY2hhc2VzLXRoZS1oYXJkZXN0LWFuc3dlci_SAQA?oc=5,13/01/2023,breakinglatest.news
391,ChatGPT used by mental health tech app in AI experiment with users,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3RlY2gvaW50ZXJuZXQvY2hhdGdwdC1haS1leHBlcmltZW50LW1lbnRhbC1oZWFsdGgtdGVjaC1hcHAta29rby1yY25hNjUxMTDSASpodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC9yY25hNjUxMTA?oc=5,14/01/2023,NBC News
392,Professors caught students cheating on college essays with ChatGPT,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vY2hhdGdwdC1lc3NheXMtY29sbGVnZS1jaGVhdGluZy1wcm9mZXNzb3JzLWNhdWdodC1zdHVkZW50cy1haS1wbGFnaWFyaXNtLTIwMjMtMdIBc2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vY2hhdGdwdC1lc3NheXMtY29sbGVnZS1jaGVhdGluZy1wcm9mZXNzb3JzLWNhdWdodC1zdHVkZW50cy1haS1wbGFnaWFyaXNtLTIwMjMtMT9hbXA?oc=5,14/01/2023,Business Insider
393,How Should Universities Respond to the Challenges of ChatGPT? Al,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmFsLWZhbmFybWVkaWEub3JnLzIwMjMvMDEvaG93LXNob3VsZC11bml2ZXJzaXRpZXMtcmVzcG9uZC10by10aGUtY2hhbGxlbmdlcy1vZi1jaGF0Z3B0L9IBAA?oc=5,14/01/2023,Al-Fanar Media
394,"From being 'mildly terrifying' to doing homework, is ChatGPT a boon or curse?",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vdGVjaC9uZXdzL2Zyb20tYmVpbmctbWlsZGx5LXRlcnJpZnlpbmctdG8tZG9pbmctaG9tZXdvcmstaXMtY2hhdGdwdC1hLWJvb24tb3ItY3Vyc2UvYXJ0aWNsZXNob3cvOTcwMDA1MTYuY21z0gGPAWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5pbi90ZWNoL25ld3MvZnJvbS1iZWluZy1taWxkbHktdGVycmlmeWluZy10by1kb2luZy1ob21ld29yay1pcy1jaGF0Z3B0LWEtYm9vbi1vci1jdXJzZS9hbXBfYXJ0aWNsZXNob3cvOTcwMDA1MTYuY21z?oc=5,15/01/2023,Business Insider India
395,"ChatGPT ""at capacity"" error: Possible fix, reasons, and more explained",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9nYW1pbmctdGVjaC9jaGF0Z3B0LWF0LWNhcGFjaXR5LWVycm9yLWhvdy1maXgtcG9zc2libGUtcmVhc29uc9IBXmh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9hbXAvZ2FtaW5nLXRlY2gvY2hhdGdwdC1hdC1jYXBhY2l0eS1lcnJvci1ob3ctZml4LXBvc3NpYmxlLXJlYXNvbnM?oc=5,14/01/2023,Sportskeeda
396,How good is ChatGPT?,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL3RlY2gvMjAyMy8wMS8xNC9zbXItcGVyaWxzLW9mLWNoYXRncHQuY25u0gFIaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vdmlkZW9zL3RlY2gvMjAyMy8wMS8xNC9zbXItcGVyaWxzLW9mLWNoYXRncHQuY25u?oc=5,14/01/2023,CNN
397,"OpenAI, creator of ChatGPT, casts spell on Microsoft",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL3RlY2hub2xvZ3kvb3BlbmFpLWNyZWF0b3Itb2YtY2hhdGdwdC1jYXN0cy1zcGVsbC1vbi1taWNyb3NvZnQvYXJ0aWNsZXNob3cvOTY5ODE1MDMuY21z0gEA?oc=5,14/01/2023,The Economic Times
398,ChatGPT writes medical research abstracts that can fool scientists: Study,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS90ZWNobm9sb2d5L2NoYXRncHQtbWVkaWNhbC1yZXNlYXJjaC1hYnN0cmFjdC04MzgyNzEyL9IBXGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS90ZWNobm9sb2d5L2NoYXRncHQtbWVkaWNhbC1yZXNlYXJjaC1hYnN0cmFjdC04MzgyNzEyL2xpdGUv?oc=5,15/01/2023,The Indian Express
399,OpenAI casts spell on Microsoft,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnRhaXBlaXRpbWVzLmNvbS9OZXdzL2Jpei9hcmNoaXZlcy8yMDIzLzAxLzE1LzIwMDM3OTI2MDLSAQA?oc=5,15/01/2023,台北時報
400,"How someone used ChatGPT, Jasper, and Hugging Face chatbots ...",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vc2xhdGUuY29tL3RlY2hub2xvZ3kvMjAyMy8wMS9jaGF0LWdwdC1vcGVuYWktamFzcGVyLWh1Z2dpbmctZmFjZS1wbGFnaWFyaXNtLWJpZy10ZWNobm9sb2d5Lmh0bWzSAQA?oc=5,14/01/2023,Slate
401,"Nigerians query ChatGPT on 'How to win Tinubu', others",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vYnVzaW5lc3NkYXkubmcvbmV3cy9hcnRpY2xlL25pZ2VyaWFucy1xdWVyeS1jaGF0Z3B0LW9uLWhvdy10by13aW4tdGludWJ1LW90aGVycy_SAVxodHRwczovL2J1c2luZXNzZGF5Lm5nL2FtcC9uZXdzL2FydGljbGUvbmlnZXJpYW5zLXF1ZXJ5LWNoYXRncHQtb24taG93LXRvLXdpbi10aW51YnUtb3RoZXJzLw?oc=5,14/01/2023,Businessday
402,On National Security | Analyzing intelligence in the age of ChatGPT,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vc3BhY2VuZXdzLmNvbS9vbi1uYXRpb25hbC1zZWN1cml0eS1hbmFseXppbmctaW50ZWxsaWdlbmNlLWluLXRoZS1hZ2Utb2YtY2hhdGdwdC_SAQA?oc=5,14/01/2023,SpaceNews
403,"This Week in Apps: ChatGPT app scammers, Instagram revamp and a consumer spending slowdown",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMS8xNC90aGlzLXdlZWstaW4tYXBwcy1jaGF0Z3B0LWFwcC1zY2FtbWVycy1pbnN0YWdyYW0tcmV2YW1wLWFuZC1hLWNvbnN1bWVyLXNwZW5kaW5nLXNsb3dkb3duL9IBf2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMS8xNC90aGlzLXdlZWstaW4tYXBwcy1jaGF0Z3B0LWFwcC1zY2FtbWVycy1pbnN0YWdyYW0tcmV2YW1wLWFuZC1hLWNvbnN1bWVyLXNwZW5kaW5nLXNsb3dkb3duL2FtcC8?oc=5,14/01/2023,TechCrunch
404,Bill Gates on ChatGPT AI: 'It will have a huge impact' – Hypergrid ...,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lmh5cGVyZ3JpZGJ1c2luZXNzLmNvbS8yMDIzLzAxL2JpbGwtZ2F0ZXMtb24tY2hhdGdwdC1haS1pdC13aWxsLWhhdmUtYS1odWdlLWltcGFjdC_SAQA?oc=5,14/01/2023,Hypergrid Business
405,How to use ChatGPT on WhatsApp?,https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vdGVjaHN0b3J5LmluL2hvdy10by11c2UtY2hhdGdwdC1vbi13aGF0c2FwcC_SAQA?oc=5,14/01/2023,Techstory
406,"ChatGPT goes pro, layoffs at Alphabet, and Dungeons & Dragons flirts with restrictive new licensing",https://news.google.com/rss/articles/CBMiggFodHRwczovL3RlY2hjcnVuY2guY29tLzIwMjMvMDEvMTQvY2hhdGdwdC1nb2VzLXByby1sYXlvZmZzLWF0LWFscGhhYmV0LWFuZC1kdW5nZW9ucy1kcmFnb25zLWZsaXJ0cy13aXRoLXJlc3RyaWN0aXZlLW5ldy1saWNlbnNpbmcv0gGGAWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMS8xNC9jaGF0Z3B0LWdvZXMtcHJvLWxheW9mZnMtYXQtYWxwaGFiZXQtYW5kLWR1bmdlb25zLWRyYWdvbnMtZmxpcnRzLXdpdGgtcmVzdHJpY3RpdmUtbmV3LWxpY2Vuc2luZy9hbXAv?oc=5,14/01/2023,TechCrunch
407,10 Chat GPT alternatives for iPhone,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vY29uc2lkZXJpbmdhcHBsZS5jb20vY2hhdC1ncHQtYWx0ZXJuYXRpdmVzLWZvci1pcGhvbmUvMjc1MDEv0gEA?oc=5,14/01/2023,ConsideringApple
408,ChatGPT Empire OTO 1 to 5 OTOs’ Links + HOT Bonuses Upsell ...,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnNjb29wZWFydGguY29tL2NoYXRncHQtZW1waXJlLW90by0xLXRvLTUtb3Rvcy1saW5rcy1ob3QtYm9udXNlcy11cHNlbGwtY2hhdC1ncHQtNS_SAQA?oc=5,14/01/2023,Scoopearth
409,Opinion | How ChatGPT Hijacks Democracy,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDEvMTUvb3Bpbmlvbi9haS1jaGF0Z3B0LWxvYmJ5aW5nLWRlbW9jcmFjeS5odG1s0gFRaHR0cHM6Ly93d3cubnl0aW1lcy5jb20vMjAyMy8wMS8xNS9vcGluaW9uL2FpLWNoYXRncHQtbG9iYnlpbmctZGVtb2NyYWN5LmFtcC5odG1s?oc=5,15/01/2023,The New York Times
410,Chat GPT Explained | What Is Chat GPT? | Chat GPT Explained | Open AI's New Chatbot | English News,https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy5uZXdzMTguY29tL3ZpZGVvcy9leHBsYWluZXJzL2NoYXQtZ3B0LWV4cGxhaW5lZC13aGF0LWlzLWNoYXQtZ3B0LWNoYXQtZ3B0LWV4cGxhaW5lZC1vcGVuLWFpLXMtbmV3LWNoYXRib3QtZW5nbGlzaC1uZXdzLTY4Mzk0NjcuaHRtbNIBkwFodHRwczovL3d3dy5uZXdzMTguY29tL2FtcC92aWRlb3MvZXhwbGFpbmVycy9jaGF0LWdwdC1leHBsYWluZWQtd2hhdC1pcy1jaGF0LWdwdC1jaGF0LWdwdC1leHBsYWluZWQtb3Blbi1haS1zLW5ldy1jaGF0Ym90LWVuZ2xpc2gtbmV3cy02ODM5NDY3Lmh0bWw?oc=5,15/01/2023,News18
411,What is ChatGPT and should you be using it for marketing?,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LnN0dWZmLmNvLm56L2J1c2luZXNzL3Byb3NwZXIvMzAwNzgzNDM2L3doYXQtaXMtY2hhdGdwdC1hbmQtc2hvdWxkLXlvdS1iZS11c2luZy1pdC1mb3ItbWFya2V0aW5n0gEA?oc=5,16/01/2023,Stuff
412,Microsoft Is Looking To Add ChatGPT To Office 365…And Other Small Business Tech News This Week,https://news.google.com/rss/articles/CBMimAFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3F1aWNrZXJiZXR0ZXJ0ZWNoLzIwMjMvMDEvMTUvbWljcm9zb2Z0LWlzLWxvb2tpbmctdG8tYWRkLWNoYXRncHQtdG8tb2ZmaWNlLTM2NWFuZC1vdGhlci1zbWFsbC1idXNpbmVzcy10ZWNoLW5ld3MtdGhpcy13ZWVrL9IBnAFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3F1aWNrZXJiZXR0ZXJ0ZWNoLzIwMjMvMDEvMTUvbWljcm9zb2Z0LWlzLWxvb2tpbmctdG8tYWRkLWNoYXRncHQtdG8tb2ZmaWNlLTM2NWFuZC1vdGhlci1zbWFsbC1idXNpbmVzcy10ZWNoLW5ld3MtdGhpcy13ZWVrL2FtcC8?oc=5,15/01/2023,Forbes
413,Microsoft ChatGPT $10 Billion Investment To Upgrade MS Office Apps,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vdGVjaG5vbG9neS5pbnF1aXJlci5uZXQvMTIwNzkzL21pY3Jvc29mdC1jaGF0Z3B0LTEwLWJpbGxpb24tZG9sbGFyLWludmVzdG1lbnTSAVlodHRwczovL3RlY2hub2xvZ3kuaW5xdWlyZXIubmV0LzEyMDc5My9taWNyb3NvZnQtY2hhdGdwdC0xMC1iaWxsaW9uLWRvbGxhci1pbnZlc3RtZW50L2FtcA?oc=5,16/01/2023,INQUIRER.net
414,OpenAI chatbot refuses to write negative stories about drag queens ...,https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy53ZXN0ZXJuc3RhbmRhcmQubmV3cy9uZXdzL29wZW5haS1jaGF0Ym90LXJlZnVzZXMtdG8td3JpdGUtbmVnYXRpdmUtc3Rvcmllcy1hYm91dC1kcmFnLXF1ZWVucy1iaWRlbi9hcnRpY2xlXzFmNjQ1ZjlhLTkzNmUtMTFlZC1iYjZiLTk3OWI4NGY1MTk1OC5odG1s0gEA?oc=5,15/01/2023,Western Standard
415,"ChatGPT has investors drooling, but can it bring home the bacon?",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2luZm9ybWF0aW9uLXRlY2hub2xvZ3kvMjAyMy8wMS9jaGF0Z3B0LWhhcy1pbnZlc3RvcnMtZHJvb2xpbmctYnV0LWNhbi1pdC1icmluZy1ob21lLXRoZS1iYWNvbi_SAXpodHRwczovL2Fyc3RlY2huaWNhLmNvbS9pbmZvcm1hdGlvbi10ZWNobm9sb2d5LzIwMjMvMDEvY2hhdGdwdC1oYXMtaW52ZXN0b3JzLWRyb29saW5nLWJ1dC1jYW4taXQtYnJpbmctaG9tZS10aGUtYmFjb24vYW1wLw?oc=5,15/01/2023,Ars Technica
416,Role Playing Via Generative AI ChatGPT Conjures Up Mental ...,https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2xhbmNlZWxpb3QvMjAyMy8wMS8xNS9yb2xlLXBsYXlpbmctdmlhLWdlbmVyYXRpdmUtYWktY2hhdGdwdC1jb25qdXJlcy11cC1tZW50YWwtaGVhbHRoLXF1ZXN0aW9ucy1zdGlycmluZy1haS1ldGhpY3MtYW5kLWFpLWxhdy1zY3J1dGlueS_SAQA?oc=5,15/01/2023,Forbes
417,"Don't ban ChatGPT in schools, but teach with it",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnN0cmFpdHN0aW1lcy5jb20vdGVjaC90ZWNoLW5ld3MvZG9uLXQtYmFuLWNoYXRncHQtaW4tc2Nob29scy1idXQtdGVhY2gtd2l0aC1pdNIBAA?oc=5,16/01/2023,The Straits Times
418,Got It AI Develops AI to Identify & Address ChatGPT Hallucinations,https://news.google.com/rss/articles/CBMipwFodHRwczovL21hcnRlY2hzZXJpZXMuY29tL3ByZWRpY3RpdmUtYWkvYWktcGxhdGZvcm1zLW1hY2hpbmUtbGVhcm5pbmcvZ290LWl0LWFpLWRldmVsb3BzLWFpLXRvLWlkZW50aWZ5LWFuZC1hZGRyZXNzLWNoYXRncHQtaGFsbHVjaW5hdGlvbnMtZm9yLWVudGVycHJpc2UtYXBwbGljYXRpb25zL9IBAA?oc=5,16/01/2023,MarTech Series
419,"ChatGPT, DALL E 2 and collapse of creative process",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vamFtYWljYS1nbGVhbmVyLmNvbS9hcnRpY2xlL2FydC1sZWlzdXJlLzIwMjMwMTE1L2NoYXRncHQtZGFsbC1lLTItYW5kLWNvbGxhcHNlLWNyZWF0aXZlLXByb2Nlc3PSAQA?oc=5,15/01/2023,Jamaica Gleaner
420,Could Deepmind's Sparrow be Google's answer to ChatGPT?,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vbWVkaXVtLmNvbS9pbmt3YXRlci1hdGxhcy9jb3VsZC1kZWVwbWluZHMtc3BhcnJvdy1iZS1nb29nbGUtcy1hbnN3ZXItdG8tY2hhdGdwdC04OWNjZWY2MTE4NmHSAQA?oc=5,15/01/2023,Medium
421,"AI, do my homework! How ChatGPT pitted teachers against tech",https://news.google.com/rss/articles/CBMihwFodHRwczovL2Npby5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3MvbmV4dC1nZW4tdGVjaG5vbG9naWVzL2FpLWRvLW15LWhvbWV3b3JrLWhvdy1jaGF0Z3B0LXBpdHRlZC10ZWFjaGVycy1hZ2FpbnN0LXRlY2gvOTcwMTc3NTbSAYsBaHR0cHM6Ly9jaW8uZWNvbm9taWN0aW1lcy5pbmRpYXRpbWVzLmNvbS9hbXAvbmV3cy9uZXh0LWdlbi10ZWNobm9sb2dpZXMvYWktZG8tbXktaG9tZXdvcmstaG93LWNoYXRncHQtcGl0dGVkLXRlYWNoZXJzLWFnYWluc3QtdGVjaC85NzAxNzc1Ng?oc=5,16/01/2023,ETCIO
422,Why ChatGPT is Dumb and Fooled by Easy Patterns,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vbWVkaXVtLmNvbS9pbGx1bWluYXRpb24tY3VyYXRlZC93aHktY2hhdGdwdC1pcy1kdW1iLWFuZC1mb29sZWQtYnktZWFzeS1wYXR0ZXJucy02ZmQ4YzE0MWY1NjDSAQA?oc=5,15/01/2023,Medium
423,How to use ChatGPT for Cryptocurrency Trading? CryptoTicker.io,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vY3J5cHRvdGlja2VyLmlvL2VuL2NoYXRncHQtZm9yLWNyeXB0b2N1cnJlbmN5LXRyYWRpbmcv0gEA?oc=5,16/01/2023,"CryptoTicker.io - Bitcoin Price, Ethereum Price & Crypto News"
424,Künstliche Intelligenz: Wie der Bot ChatGPT das Studieren verändert Süddeutsche Zeitung,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnN1ZWRkZXV0c2NoZS5kZS9rdWx0dXIvY2hhdGdwdC11bml2ZXJzaXRhZXRlbi1zY2hyZWliZW4ta3VlbnN0bGljaGUtaW50ZWxsaWdlbnotaGF1c2FyYmVpdC0xLjU3MzE1MDDSAQA?oc=5,16/01/2023,Süddeutsche Zeitung - SZ.de
425,How Will ChatGPT Affect Your Job If You Work In Advertising And ...,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvYmVybmFyZG1hcnIvMjAyMy8wMS8xNy9ob3ctd2lsbC1jaGF0Z3B0LWFmZmVjdC15b3VyLWpvYi1pZi15b3Utd29yay1pbi1hZHZlcnRpc2luZy1hbmQtbWFya2V0aW5nL9IBAA?oc=5,17/01/2023,Forbes
